time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,77,44,758,171
2026-03-24 00:00:00+00:00,105,42,932,199
2026-03-25 00:00:00+00:00,234,64,800,227
2026-03-26 00:00:00+00:00,97,44,893,228
2026-03-27 00:00:00+00:00,77,28,743,221
2026-03-28 00:00:00+00:00,39,29,363,60
2026-03-29 00:00:00+00:00,40,27,340,70
2026-03-30 00:00:00+00:00,237,42,834,191
2026-03-31 00:00:00+00:00,70,30,626,179
2026-04-01 00:00:00+00:00,71,41,674,180
2026-04-02 00:00:00+00:00,30,21,521,129
2026-04-03 00:00:00+00:00,41,28,535,111
2026-04-04 00:00:00+00:00,34,18,194,46
2026-04-05 00:00:00+00:00,58,30,368,50
