time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,65,29,498,130
2026-04-10 00:00:00+00:00,74,34,633,123
2026-04-11 00:00:00+00:00,24,15,371,61
2026-04-12 00:00:00+00:00,27,15,273,48
2026-04-13 00:00:00+00:00,48,28,606,123
2026-04-14 00:00:00+00:00,212,58,420,111
2026-04-15 00:00:00+00:00,113,45,495,112
2026-04-16 00:00:00+00:00,68,34,596,132
2026-04-17 00:00:00+00:00,101,43,551,132
2026-04-18 00:00:00+00:00,95,34,300,38
2026-04-19 00:00:00+00:00,84,36,338,46
2026-04-20 00:00:00+00:00,112,39,477,119
2026-04-21 00:00:00+00:00,102,45,531,147
2026-04-22 00:00:00+00:00,271,78,535,129
