time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-14 00:00:00+00:00,24,19,580,195
2026-03-15 00:00:00+00:00,48,33,465,131
2026-03-16 00:00:00+00:00,74,38,755,251
2026-03-17 00:00:00+00:00,51,39,910,342
2026-03-18 00:00:00+00:00,71,36,762,208
2026-03-19 00:00:00+00:00,115,40,1065,294
2026-03-20 00:00:00+00:00,48,31,923,202
2026-03-21 00:00:00+00:00,172,54,421,95
2026-03-22 00:00:00+00:00,205,42,489,89
2026-03-23 00:00:00+00:00,77,44,758,171
2026-03-24 00:00:00+00:00,105,42,932,199
2026-03-25 00:00:00+00:00,234,64,800,227
2026-03-26 00:00:00+00:00,97,44,893,228
2026-03-27 00:00:00+00:00,77,28,743,221
